,hospital_name,state,readmission_ratio,predicted_rate,expected_rate,zip,hhc_count,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
263,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9673,21.5,22.3,91767,2,1,1.0,1.0,1.0,1.0,1.0,3.0,88.25,97.15,100.0,99.15,67.5,81.25,97.95,64.6,68.44999999999999,76.75,75.9,62.5,54.1,14.1,11.100000000000001,2,2
264,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9673,21.5,22.3,91767,2,1,1.0,1.0,1.0,1.0,1.0,3.0,88.25,97.15,100.0,99.15,67.5,81.25,97.95,64.6,68.44999999999999,76.75,75.9,62.5,54.1,14.1,11.100000000000001,2,2
265,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9168,3.8,4.1,91767,2,1,1.0,1.0,1.0,1.0,1.0,3.0,88.25,97.15,100.0,99.15,67.5,81.25,97.95,64.6,68.44999999999999,76.75,75.9,62.5,54.1,14.1,11.100000000000001,2,2
266,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9168,3.8,4.1,91767,2,1,1.0,1.0,1.0,1.0,1.0,3.0,88.25,97.15,100.0,99.15,67.5,81.25,97.95,64.6,68.44999999999999,76.75,75.9,62.5,54.1,14.1,11.100000000000001,2,2
267,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0111,19.9,19.7,91767,2,1,1.0,1.0,1.0,1.0,1.0,3.0,88.25,97.15,100.0,99.15,67.5,81.25,97.95,64.6,68.44999999999999,76.75,75.9,62.5,54.1,14.1,11.100000000000001,2,2
268,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0111,19.9,19.7,91767,2,1,1.0,1.0,1.0,1.0,1.0,3.0,88.25,97.15,100.0,99.15,67.5,81.25,97.95,64.6,68.44999999999999,76.75,75.9,62.5,54.1,14.1,11.100000000000001,2,2
269,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0766,20.3,18.8,91767,2,1,1.0,1.0,1.0,1.0,1.0,3.0,88.25,97.15,100.0,99.15,67.5,81.25,97.95,64.6,68.44999999999999,76.75,75.9,62.5,54.1,14.1,11.100000000000001,2,2
270,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0766,20.3,18.8,91767,2,1,1.0,1.0,1.0,1.0,1.0,3.0,88.25,97.15,100.0,99.15,67.5,81.25,97.95,64.6,68.44999999999999,76.75,75.9,62.5,54.1,14.1,11.100000000000001,2,2
271,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9179999999999999,11.6,12.6,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
272,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9179999999999999,11.6,12.6,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
273,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9161,15.0,16.3,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
274,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9161,15.0,16.3,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
275,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9275,16.9,18.3,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
276,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9275,16.9,18.3,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
277,FRENCH HOSPITAL MEDICAL CENTER,CA,0.8134,11.3,13.9,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
278,FRENCH HOSPITAL MEDICAL CENTER,CA,0.8134,11.3,13.9,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
279,FRENCH HOSPITAL MEDICAL CENTER,CA,0.8494,16.4,19.3,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
280,FRENCH HOSPITAL MEDICAL CENTER,CA,0.8494,16.4,19.3,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
281,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9635,3.7,3.8,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
282,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9635,3.7,3.8,93401,3,1,1.0,1.0,1.0,1.0,1.0,3.1666666666666665,90.83333333333333,95.86666666666667,99.86666666666667,96.83333333333333,75.73333333333333,86.36666666666667,97.66666666666667,70.16666666666667,67.93333333333332,72.86666666666666,66.30000000000001,75.1,59.4,14.266666666666666,15.633333333333333,2,1
283,DESERT REGIONAL MEDICAL CENTER,CA,0.9796,18.6,19.0,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
284,DESERT REGIONAL MEDICAL CENTER,CA,0.9796,18.6,19.0,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
285,DESERT REGIONAL MEDICAL CENTER,CA,1.1182,15.2,13.6,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
286,DESERT REGIONAL MEDICAL CENTER,CA,1.1182,15.2,13.6,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
287,DESERT REGIONAL MEDICAL CENTER,CA,1.0897,18.0,16.5,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
288,DESERT REGIONAL MEDICAL CENTER,CA,1.0897,18.0,16.5,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
289,DESERT REGIONAL MEDICAL CENTER,CA,1.1113,15.6,14.0,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
290,DESERT REGIONAL MEDICAL CENTER,CA,1.1113,15.6,14.0,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
291,DESERT REGIONAL MEDICAL CENTER,CA,0.9541,4.1,4.3,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
292,DESERT REGIONAL MEDICAL CENTER,CA,0.9541,4.1,4.3,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
293,DESERT REGIONAL MEDICAL CENTER,CA,1.0655,22.0,20.7,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
294,DESERT REGIONAL MEDICAL CENTER,CA,1.0655,22.0,20.7,92262,1,1,1.0,1.0,1.0,1.0,1.0,3.0,85.3,97.9,100.0,99.4,77.8,75.2,98.4,68.4,71.5,77.3,69.4,79.0,53.8,18.1,15.1,2,2
295,MARINA DEL REY HOSPITAL,CA,0.9092,16.4,18.0,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
296,MARINA DEL REY HOSPITAL,CA,0.9092,16.4,18.0,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
297,MARINA DEL REY HOSPITAL,CA,1.0239,21.7,21.2,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
298,MARINA DEL REY HOSPITAL,CA,1.0239,21.7,21.2,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
299,MARINA DEL REY HOSPITAL,CA,1.0139,19.2,19.0,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
300,MARINA DEL REY HOSPITAL,CA,1.0139,19.2,19.0,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
301,MARINA DEL REY HOSPITAL,CA,0.9752,21.1,21.6,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
302,MARINA DEL REY HOSPITAL,CA,0.9752,21.1,21.6,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
303,MARINA DEL REY HOSPITAL,CA,0.9625,4.9,5.0,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
304,MARINA DEL REY HOSPITAL,CA,0.9625,4.9,5.0,90292,1,1,1.0,1.0,1.0,1.0,1.0,3.5,93.5,96.8,100.0,99.9,67.8,88.0,81.9,74.4,63.4,78.4,92.5,66.2,68.4,14.2,7.5,1,2
305,SHARP MEMORIAL HOSPITAL,CA,0.8791,3.7,4.2,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
306,SHARP MEMORIAL HOSPITAL,CA,0.8791,3.7,4.2,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
307,SHARP MEMORIAL HOSPITAL,CA,0.9328,19.5,20.9,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
308,SHARP MEMORIAL HOSPITAL,CA,0.9328,19.5,20.9,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
309,SHARP MEMORIAL HOSPITAL,CA,1.051,16.9,16.1,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
310,SHARP MEMORIAL HOSPITAL,CA,1.051,16.9,16.1,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
311,SHARP MEMORIAL HOSPITAL,CA,0.9925,13.7,13.8,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
312,SHARP MEMORIAL HOSPITAL,CA,0.9925,13.7,13.8,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
313,SHARP MEMORIAL HOSPITAL,CA,1.023,16.1,15.8,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
314,SHARP MEMORIAL HOSPITAL,CA,1.023,16.1,15.8,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
315,SHARP MEMORIAL HOSPITAL,CA,0.9670000000000001,19.6,20.2,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
316,SHARP MEMORIAL HOSPITAL,CA,0.9670000000000001,19.6,20.2,92123,5,1,1.0,1.0,0.8,1.0,0.8,3.6,94.14,97.68,99.62,98.08,83.6,83.25999999999999,98.72,70.17999999999999,69.02,72.0,74.7,76.91999999999999,59.32000000000001,13.620000000000001,11.52,2,2
317,WHITE MEMORIAL MEDICAL CENTER,CA,1.02,25.7,25.2,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
318,WHITE MEMORIAL MEDICAL CENTER,CA,0.9940000000000001,5.4,5.4,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
319,WHITE MEMORIAL MEDICAL CENTER,CA,1.1101,21.0,18.9,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
320,WHITE MEMORIAL MEDICAL CENTER,CA,0.9835,20.6,21.0,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
321,WHITE MEMORIAL MEDICAL CENTER,CA,0.9626,20.9,21.7,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
322,BEVERLY HOSPITAL,CA,1.0122,21.1,20.9,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
323,BEVERLY HOSPITAL,CA,1.1244,24.7,21.9,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
324,BEVERLY HOSPITAL,CA,0.9919,21.3,21.4,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
325,BEVERLY HOSPITAL,CA,1.0717,25.2,23.5,90640,4,1,1.0,1.0,1.0,1.0,1.0,2.875,90.80000000000001,98.0,100.0,99.525,80.89999999999999,92.1,98.225,59.475,52.425,69.55,73.575,66.05,46.575,14.575,9.350000000000001,2,2
326,SAINT AGNES MEDICAL CENTER,CA,0.7822,10.3,13.2,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
327,SAINT AGNES MEDICAL CENTER,CA,0.7822,10.3,13.2,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
328,SAINT AGNES MEDICAL CENTER,CA,1.1209,18.6,16.6,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
329,SAINT AGNES MEDICAL CENTER,CA,1.1209,18.6,16.6,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
330,SAINT AGNES MEDICAL CENTER,CA,0.9953,19.7,19.8,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
331,SAINT AGNES MEDICAL CENTER,CA,0.9953,19.7,19.8,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
332,SAINT AGNES MEDICAL CENTER,CA,1.0883,23.0,21.2,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
333,SAINT AGNES MEDICAL CENTER,CA,1.0883,23.0,21.2,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
334,SAINT AGNES MEDICAL CENTER,CA,0.9946,15.7,15.8,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
335,SAINT AGNES MEDICAL CENTER,CA,0.9946,15.7,15.8,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
336,SAINT AGNES MEDICAL CENTER,CA,0.9257,4.4,4.7,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
337,SAINT AGNES MEDICAL CENTER,CA,0.9257,4.4,4.7,93720,1,1,1.0,1.0,1.0,1.0,1.0,4.0,97.2,99.8,100.0,96.9,89.4,92.7,100.0,76.3,73.6,77.2,71.0,74.4,61.0,14.9,10.7,2,2
338,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,1.1114,25.5,23.0,92395,2,1,1.0,1.0,1.0,1.0,1.0,3.0,94.65,98.8,99.85,98.0,68.65,76.45,99.7,63.3,64.05000000000001,71.7,79.65,65.15,55.7,16.8,9.5,2,2
339,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,1.0569,22.1,21.0,92395,2,1,1.0,1.0,1.0,1.0,1.0,3.0,94.65,98.8,99.85,98.0,68.65,76.45,99.7,63.3,64.05000000000001,71.7,79.65,65.15,55.7,16.8,9.5,2,2
340,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,0.9837,4.9,4.9,92395,2,1,1.0,1.0,1.0,1.0,1.0,3.0,94.65,98.8,99.85,98.0,68.65,76.45,99.7,63.3,64.05000000000001,71.7,79.65,65.15,55.7,16.8,9.5,2,2
341,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,1.0589,19.7,18.6,92395,2,1,1.0,1.0,1.0,1.0,1.0,3.0,94.65,98.8,99.85,98.0,68.65,76.45,99.7,63.3,64.05000000000001,71.7,79.65,65.15,55.7,16.8,9.5,2,2
342,MERCY HOSPITAL OF FOLSOM,CA,0.953,18.6,19.5,95630,1,1,1.0,1.0,1.0,1.0,1.0,1.5,78.5,89.1,100.0,92.9,65.4,73.2,98.5,46.5,44.7,56.7,61.5,46.3,44.7,13.5,15.3,2,1
343,MERCY HOSPITAL OF FOLSOM,CA,1.2006,4.9,4.1,95630,1,1,1.0,1.0,1.0,1.0,1.0,1.5,78.5,89.1,100.0,92.9,65.4,73.2,98.5,46.5,44.7,56.7,61.5,46.3,44.7,13.5,15.3,2,1
344,MERCY HOSPITAL OF FOLSOM,CA,1.1215,16.9,15.1,95630,1,1,1.0,1.0,1.0,1.0,1.0,1.5,78.5,89.1,100.0,92.9,65.4,73.2,98.5,46.5,44.7,56.7,61.5,46.3,44.7,13.5,15.3,2,1
345,MERCY HOSPITAL OF FOLSOM,CA,0.9953,17.3,17.4,95630,1,1,1.0,1.0,1.0,1.0,1.0,1.5,78.5,89.1,100.0,92.9,65.4,73.2,98.5,46.5,44.7,56.7,61.5,46.3,44.7,13.5,15.3,2,1
346,MERCY HOSPITAL OF FOLSOM,CA,1.0504,19.5,18.6,95630,1,1,1.0,1.0,1.0,1.0,1.0,1.5,78.5,89.1,100.0,92.9,65.4,73.2,98.5,46.5,44.7,56.7,61.5,46.3,44.7,13.5,15.3,2,1
347,ENLOE MEDICAL CENTER,CA,1.0124,15.3,15.1,95926,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.0,99.6,99.8,98.9,77.4,87.5,97.3,73.6,73.1,78.4,79.9,78.7,65.7,15.5,18.9,2,1
348,ENLOE MEDICAL CENTER,CA,1.127,21.9,19.4,95926,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.0,99.6,99.8,98.9,77.4,87.5,97.3,73.6,73.1,78.4,79.9,78.7,65.7,15.5,18.9,2,1
349,ENLOE MEDICAL CENTER,CA,1.1195,18.7,16.7,95926,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.0,99.6,99.8,98.9,77.4,87.5,97.3,73.6,73.1,78.4,79.9,78.7,65.7,15.5,18.9,2,1
350,ENLOE MEDICAL CENTER,CA,1.028,15.0,14.6,95926,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.0,99.6,99.8,98.9,77.4,87.5,97.3,73.6,73.1,78.4,79.9,78.7,65.7,15.5,18.9,2,1
351,ENLOE MEDICAL CENTER,CA,0.9817,20.0,20.4,95926,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.0,99.6,99.8,98.9,77.4,87.5,97.3,73.6,73.1,78.4,79.9,78.7,65.7,15.5,18.9,2,1
352,ENLOE MEDICAL CENTER,CA,0.8994,3.7,4.1,95926,1,1,1.0,1.0,1.0,1.0,1.0,4.0,98.0,99.6,99.8,98.9,77.4,87.5,97.3,73.6,73.1,78.4,79.9,78.7,65.7,15.5,18.9,2,1
353,EL CENTRO REGIONAL MEDICAL CENTER,CA,0.9692,21.6,22.2,92243,3,1,1.0,1.0,0.6666666666666666,1.0,1.0,4.666666666666667,99.36666666666667,99.59999999999998,100.0,99.86666666666667,91.10000000000001,97.10000000000001,99.76666666666665,78.33333333333333,71.96666666666665,88.40000000000002,87.46666666666665,86.96666666666665,63.666666666666664,14.466666666666667,16.26666666666667,2,1
354,EL CENTRO REGIONAL MEDICAL CENTER,CA,0.9562,16.1,16.8,92243,3,1,1.0,1.0,0.6666666666666666,1.0,1.0,4.666666666666667,99.36666666666667,99.59999999999998,100.0,99.86666666666667,91.10000000000001,97.10000000000001,99.76666666666665,78.33333333333333,71.96666666666665,88.40000000000002,87.46666666666665,86.96666666666665,63.666666666666664,14.466666666666667,16.26666666666667,2,1
355,EL CENTRO REGIONAL MEDICAL CENTER,CA,1.0012,4.2,4.1,92243,3,1,1.0,1.0,0.6666666666666666,1.0,1.0,4.666666666666667,99.36666666666667,99.59999999999998,100.0,99.86666666666667,91.10000000000001,97.10000000000001,99.76666666666665,78.33333333333333,71.96666666666665,88.40000000000002,87.46666666666665,86.96666666666665,63.666666666666664,14.466666666666667,16.26666666666667,2,1
